protein_id,accession,selected_identity_percent,selected_query_coverage_percent,selected_evalue,selected_bit_score,quality_tier,exact_identity100_coverage100,status,pdb_file,pdbUrl,latestVersion,uniprotId,uniprotDescription,organismScientificName,isReviewed,globalMetricValue,error_message
4c1141e562568622ca3bee52f19a9f29 SECSG-W09H1.3 A-1,O45901,100.0,100.0,4.66e-69,211.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O45901.pdb,https://alphafold.ebi.ac.uk/files/AF-O45901-F1-model_v6.pdb,6,O45901_CAEEL,Transthyretin-like family protein,Caenorhabditis elegans,False,71.56,
e54ef0928dfef3c6e5f01fe81d023382 MCSG-APC105855 A-1,Q7NVS8,100.0,100.0,1.3e-165,468.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q7NVS8.pdb,https://alphafold.ebi.ac.uk/files/AF-Q7NVS8-F1-model_v6.pdb,6,Q7NVS8_CHRVO,Uncharacterized protein,Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / CCUG 213 / NBRC 12614 / NCIMB 9131 / NCTC 9757 / MK),False,47.44,
cb2cd6637328f7beb4cb7fba31ea742e 2MVH_1 A-1,A0AAP1E7T3,100.0,100.0,3.44e-09,54.7,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAP1E7T3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAP1E7T3-F1-model_v6.pdb,6,A0AAP1E7T3_BACIU,Stage V sporulation protein required for normal spore cortex and coat synthesis (SpoVM),Bacillus subtilis,False,68.31,
76e71b68bf7279e804aba81a834fe6d5 SGPP-Lmaj012103AAA A-0,Q4Q5E5,100.0,100.0,0.0,1642.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4Q5E5.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4Q5E5-F1-model_v6.pdb,6,Q4Q5E5_LEIMA,G5-interacting protein,Leishmania major,False,65.88,
c70980f7deb8bcaa52bc0468c2dd6aa1 JCSG-370025 A-0,Q8KBQ2,100.0,100.0,0.0,553.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q8KBQ2.pdb,https://alphafold.ebi.ac.uk/files/AF-Q8KBQ2-F1-model_v6.pdb,6,Q8KBQ2_CHLTE,N-acetyltransferase domain-containing protein,Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS),False,92.56,
6be619d5caa3e8b9f7a10c3ef02bb889 SSGCID-AcbaC.19001.a A-1,A0A0D5YK68,100.0,100.0,5e-131,375.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0D5YK68.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0D5YK68-F1-model_v6.pdb,6,A0A0D5YK68_ACIBA,Uncharacterized protein,Acinetobacter baumannii,False,83.0,
f4733d57c44b70a2780e1b7cc41fe3d6 MCSG-APC107254 A-0,C7N8J7,100.0,100.0,0.0,836.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\C7N8J7.pdb,https://alphafold.ebi.ac.uk/files/AF-C7N8J7-F1-model_v6.pdb,6,C7N8J7_LEPBD,Sel1 domain protein repeat-containing protein,Leptotrichia buccalis (strain ATCC 14201 / DSM 1135 / JCM 12969 / NCTC 10249 / C-1013-b),False,86.12,
13609851e6f933480122fdb97255fa17 MCSG-APC21453.1 A-0,A0A395UXF0,100.0,100.0,4.59e-64,207.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A395UXF0.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A395UXF0-F1-model_v6.pdb,6,A0A395UXF0_9FIRM,Stage III sporulation protein AE,Agathobacter rectalis,False,63.22,
2e1b409d17cb59c304786a7b1a57a9d3 NYSGRC-027078 A-0,A0A0E2E3D8,100.0,100.0,3.99e-57,179.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0E2E3D8.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0E2E3D8-F1-model_v6.pdb,6,A0A0E2E3D8_TREDN,Glutaredoxin domain-containing protein,Treponema denticola H-22,False,84.31,
bfe54b100a8971a8c7de8704b86e33e0 MCSG-APC27886 A-0,A0A0H2V180,100.0,100.0,9.87e-146,412.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2V180.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2V180-F1-model_v6.pdb,6,A0A0H2V180_SHIFL,Hypothetical bacteriophage protein,Shigella flexneri,False,83.38,
a3c7cb09f3c08534699d42acedf798fd MCSG-APC65905.0 A-0,A4X081,100.0,100.0,9.84e-64,197.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A4X081.pdb,https://alphafold.ebi.ac.uk/files/AF-A4X081-F1-model_v6.pdb,6,A4X081_CERS5,Transcriptional regulator,Cereibacter sphaeroides (strain ATCC 17025 / ATH 2.4.3),False,86.0,
e55abe8122d360721821ff32bb913918 NESG-HR6465 A-0,A0A2I2ZGJ5,99.535,100.0,1.27e-158,446.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2I2ZGJ5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2I2ZGJ5-F1-model_v6.pdb,6,A0A2I2ZGJ5_GORGO,Ectodysplasin-A receptor-associated adapter protein,Gorilla gorilla gorilla,False,69.38,
c70d1130879e517e32fe19daca538ff4 MCSG-APC22288 A-0,O67922,100.0,100.0,1.7e-96,283.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\O67922.pdb,https://alphafold.ebi.ac.uk/files/AF-O67922-F1-model_v6.pdb,6,O67922_AQUAE,Organic solvent tolerance-like N-terminal domain-containing protein,Aquifex aeolicus (strain VF5),False,88.81,
72644613f3ff12b3512bd71eba2a86f1 JCSG-383906 A-0,A3QAL5,100.0,100.0,7.97e-79,236.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A3QAL5.pdb,https://alphafold.ebi.ac.uk/files/AF-A3QAL5-F1-model_v6.pdb,6,A3QAL5_SHELP,DUF192 domain-containing protein,Shewanella loihica (strain ATCC BAA-1088 / PV-4),False,95.31,
1fc7a85fd46f5bc95319e0feedf3e9d1 MCSG-APC23385 A-0,A0A0F6B103,100.0,100.0,2.86e-129,369.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0F6B103.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0F6B103-F1-model_v6.pdb,6,A0A0F6B103_SALT1,Putative cytoplasmic protein,Salmonella typhimurium (strain 14028s / SGSC 2262),False,89.75,
c1bfac3ace8bbd78c4a36c583d21e6c4 MCSG-APC22058 A-0,A0A2V3GXH6,100.0,100.0,5.71e-101,295.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2V3GXH6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2V3GXH6-F1-model_v6.pdb,6,A0A2V3GXH6_PSEAI,DUF6484 domain-containing protein,Pseudomonas aeruginosa,False,85.06,
ea84b310085b11551bb0be6cd54c3768 MCSG-APC109566 A-0,C0L0L5,100.0,100.0,4.54e-129,369.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\C0L0L5.pdb,https://alphafold.ebi.ac.uk/files/AF-C0L0L5-F1-model_v6.pdb,6,C0L0L5_STRLU,TsrO,Streptomyces laurentii,False,63.12,
582157bec9720154f789ec2f8ac36f89 SGPP-Tbru013981AAA A-0,A0A1G4HZP5,100.0,100.0,0.0,611.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1G4HZP5.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1G4HZP5-F1-model_v6.pdb,6,A0A1G4HZP5_TRYEQ,Uncharacterized protein,Trypanosoma equiperdum,False,58.19,
ff4fea546022af6cc123727930384168 JCSG-354721 A-0,A0AAW0J2B1,100.0,100.0,1.15e-98,298.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAW0J2B1.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAW0J2B1-F1-model_v6.pdb,6,A0AAW0J2B1_MYOGA,BTB/POZ domain-containing protein KCTD9,Myodes glareolus,False,82.0,
6e19f75110af3ae752c29977103010f5 JCSG-599 A-0,Q9XVW9,100.0,100.0,3e-46,152.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9XVW9.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9XVW9-F1-model_v6.pdb,6,Q9XVW9_CAEEL,Membrane protein BRI3,Caenorhabditis elegans,False,57.25,
e107f48a02869ed96530e28dff388a5b MCSG-APC103453 A-0,D0LNY4,100.0,100.0,0.0,691.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\D0LNY4.pdb,https://alphafold.ebi.ac.uk/files/AF-D0LNY4-F1-model_v6.pdb,6,D0LNY4_HALO1,2-dehydropantoate 2-reductase,Haliangium ochraceum (strain DSM 14365 / JCM 11303 / SMP-2),False,94.5,
f12e976696f0bd8948d7609234582b9b NESG-YR231 A-0,B5VPH7,99.369,100.0,0.0,649.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B5VPH7.pdb,https://alphafold.ebi.ac.uk/files/AF-B5VPH7-F1-model_v6.pdb,6,B5VPH7_YEAS6,Chromosome segregation in meiosis protein,Saccharomyces cerevisiae (strain AWRI1631),False,63.97,
8a8f56ad876ba4990c5e606aa5895df5 JCSG-250 A-0,Q22760,100.0,100.0,2.43e-63,196.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q22760.pdb,https://alphafold.ebi.ac.uk/files/AF-Q22760-F1-model_v6.pdb,6,Q22760_CAEEL,AAA_9 domain-containing protein,Caenorhabditis elegans,False,80.25,
0c5fe9a3d0c03835c2c08ba913227d31 SGPP-Lmaj006941AAA A-0,A0AAW3C4G7,81.342,100.21008403361344,0.0,635.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAW3C4G7.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAW3C4G7-F1-model_v6.pdb,6,A0AAW3C4G7_9TRYP,Uncharacterized protein,Leishmania naiffi,False,50.56,
8c1a92dc4b93bb04df3f318eca738628 JCSG-354574 A-1,Q7TMM0,100.0,100.0,0.0,814.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q7TMM0.pdb,https://alphafold.ebi.ac.uk/files/AF-Q7TMM0-F1-model_v6.pdb,6,Q7TMM0_MOUSE,Wdr75 protein,Mus musculus,False,72.62,
a214782baf7982af254dcdd86a92b048 SECSG-F09E10.5 A-0,Q19248,100.0,100.0,0.0,554.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q19248.pdb,https://alphafold.ebi.ac.uk/files/AF-Q19248-F1-model_v6.pdb,6,Q19248_CAEEL,Globin family profile domain-containing protein,Caenorhabditis elegans,False,71.38,
ab7f289b6ab1900f0adb760df834a1a3 MCSG-APC103441 A-1,C6W4E9,100.0,100.0,8.87e-146,412.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\C6W4E9.pdb,https://alphafold.ebi.ac.uk/files/AF-C6W4E9-F1-model_v6.pdb,6,C6W4E9_DYAFD,Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen,Dyadobacter fermentans (strain ATCC 700827 / DSM 18053 / CIP 107007 / KCTC 52180 / NS114),False,86.88,
a0571c0af404cc87109acdfcf0dcf6fe SECSG-K01B6.1 A-0,A0A261C6H6,82.051,101.22950819672131,0.0,1135.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A261C6H6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A261C6H6-F1-model_v6.pdb,6,A0A261C6H6_9PELO,FH2 domain-containing protein,Caenorhabditis latens,False,63.22,
0ad68a8ace53dbf402e65b88573728fa JCSG-370016 A-0,Q04D07,100.0,100.0,0.0,556.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q04D07.pdb,https://alphafold.ebi.ac.uk/files/AF-Q04D07-F1-model_v6.pdb,6,Q04D07_OENOB,"Transcriptional regulator, AraC family",Oenococcus oeni (strain ATCC BAA-331 / PSU-1),False,80.56,
47e423ab6ed697d8b7abdb86b14adb47 SECSG-ZK287.1 A-0,A0AAE9A3N0,99.195,100.0,0.0,1023.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAE9A3N0.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAE9A3N0-F1-model_v6.pdb,6,A0AAE9A3N0_CAEBR,CRC domain-containing protein,Caenorhabditis briggsae,False,55.09,
6d3d2a6003e853e3748a5204b537abbf NESG-HR6448 A-0,A0A5N4D1F3,98.165,100.0,0.0,657.0,Q1_near_exact,False,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5N4D1F3.pdb,,,,,,,,AFDB API returned HTTP 404
e931c5ac25a575a27f0b8b3ff3dc82b7 MCSG-APC85759 A-0,A0A1V3J7J2,92.274,99.56043956043956,0.0,860.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1V3J7J2.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1V3J7J2-F1-model_v6.pdb,6,A0A1V3J7J2_9PAST,DNA circularization protein,Rodentibacter genomosp. 1,False,84.62,
ef904db082f76dda5f8027d11eeda5d1 MCSG-APC83804 A-0,A0A1B1ZAS4,100.0,100.0,8.71e-100,291.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A1B1ZAS4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A1B1ZAS4-F1-model_v6.pdb,6,A0A1B1ZAS4_NEIME,Uncharacterized protein,Neisseria meningitidis,False,94.19,
c2855ce851dba56ee372b7d063fcf6ec SSGCID-EnhiA.18438.a A-0,A0A5K1VDF3,100.0,100.0,0.0,924.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A5K1VDF3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A5K1VDF3-F1-model_v6.pdb,6,A0A5K1VDF3_ENTHI,Rab-GAP TBC domain-containing protein,Entamoeba histolytica,False,63.34,
52e4ad5c41ebefd47363af3e9db8f54b SGPP-Lmaj005843AAA A-0,Q4Q0I5,100.0,100.0,1.35e-130,413.0,Q1_near_exact,True,no_afdb_model,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4Q0I5.pdb,,,,,,,,AFDB API returned HTTP 404
6120b3c72b6e0110bf3f2de44302ee34 MCSG-APC26336 A-0,A0A060KYQ4,100.0,100.0,5.04e-127,363.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A060KYQ4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A060KYQ4-F1-model_v6.pdb,6,A0A060KYQ4_VIBCL,Uncharacterized protein,Vibrio cholerae,False,82.69,
7ab4818721c7940ca6d319854f33a22b MCSG-APC82337 A-0,A0A015UC00,100.0,100.0,0.0,634.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A015UC00.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A015UC00-F1-model_v6.pdb,6,A0A015UC00_BACFG,Putative ribose phosphate pyrophosphokinase,Bacteroides fragilis str. 3998T(B)3,False,82.81,
817ae04ce93d9b6fecb370b07b6cb099 MCSG-APC83788 A-0,Q9JXR7,100.0,100.0,2.29e-89,264.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q9JXR7.pdb,https://alphafold.ebi.ac.uk/files/AF-Q9JXR7-F1-model_v6.pdb,6,Q9JXR7_NEIMB,Uncharacterized protein,Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58),False,66.19,
e4e890450a54ecba61b50a654ddcbe53 SGPP-Pfal006057AAA A-0,W7F5W6,85.714,116.19433198380567,1.99e-171,483.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\W7F5W6.pdb,https://alphafold.ebi.ac.uk/files/AF-W7F5W6-F1-model_v6.pdb,6,W7F5W6_PLAF8,Tyrosine specific protein phosphatases domain-containing protein,Plasmodium falciparum (isolate 7G8),False,87.38,
e912611ae7a7da0382c04912d6f8190d MCSG-APC27845 A-0,A0A0H2VYK3,100.0,100.0,2.7e-94,277.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H2VYK3.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H2VYK3-F1-model_v6.pdb,6,A0A0H2VYK3_SHIFL,Uncharacterized protein,Shigella flexneri,False,70.31,
89dacc055a6c70e030c9e1cfcb7bdcfa SSGCID-GilaA.17810.a A-0,A0A644EY87,100.0,98.57612267250822,0.0,1874.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A644EY87.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A644EY87-F1-model_v6.pdb,6,A0A644EY87_GIAIC,Argonaute,Giardia intestinalis (strain ATCC 50803 / WB clone C6),False,77.25,
727ee8870744733c4897ec4f2b9835f6 SGPP-Pfal006552AAA A-0,A0A024V3F8,100.0,100.0,3.1e-78,235.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A024V3F8.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A024V3F8-F1-model_v6.pdb,6,A0A024V3F8_PLAFA,Uncharacterized protein,Plasmodium falciparum Vietnam Oak-Knoll (FVO),False,63.25,
38068d7dd0150dfaf06d4f540a1708cc MCSG-APC22073 A-0,A0A2V4GGT4,100.0,100.0,3.39e-115,332.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A2V4GGT4.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A2V4GGT4-F1-model_v6.pdb,6,A0A2V4GGT4_PSEAI,Water stress/hypersensitive response domain-containing protein,Pseudomonas aeruginosa,False,80.19,
d20deb453cce363cdbb017bc04499c41 5LSB_2 A-1,A0A6C1DXH9,100.0,94.04761904761905,2.65e-51,175.0,Q2_high_confidence,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6C1DXH9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6C1DXH9-F1-model_v6.pdb,6,A0A6C1DXH9_SACPS,U2 snRNP protein,Saccharomyces pastorianus,False,68.62,
ba746b22a45619606d30865f41a7b1af SGPP-Pfal008585AAA A-0,A0A024VBR1,100.0,100.0,2.75e-57,181.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A024VBR1.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A024VBR1-F1-model_v6.pdb,6,A0A024VBR1_PLAFA,ELM2 domain-containing protein,Plasmodium falciparum Vietnam Oak-Knoll (FVO),False,62.28,
3818cc83979ed4eeee47279423bfbc00 NESG-HsR59 A-0,A0A4D6GZ06,100.0,100.0,0.0,618.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A4D6GZ06.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A4D6GZ06-F1-model_v6.pdb,6,A0A4D6GZ06_HALS9,AAA-4 family protein,Halobacterium salinarum (strain ATCC 33171 / DSM 3754 / JCM 8978 / NBRC 102687 / NCIMB 764 / 91-R6),False,78.44,
0c88a8ebe83e2c00850ce15432c2d7b3 MCSG-APC83869 A-0,A0A0Y5XSM9,100.0,100.0,7.83e-127,362.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0Y5XSM9.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0Y5XSM9-F1-model_v6.pdb,6,A0A0Y5XSM9_NEIME,Phage associated protein,Neisseria meningitidis,False,83.0,
0a5084cdfd20ebe0c5758cc7e6ffbf09 JCSG-420908 A-1,A0A0D1BU06,100.0,100.0,1.13e-55,176.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0D1BU06.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0D1BU06-F1-model_v6.pdb,6,A0A0D1BU06_CLOBO,Sporulation protein,Clostridium botulinum B2 450,False,86.62,
e076576019533fbcf16f864fd0cec83e JCSG-402006 A-0,A0AAW9TTW6,100.0,100.0,3.76e-118,340.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0AAW9TTW6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0AAW9TTW6-F1-model_v6.pdb,6,A0AAW9TTW6_RHIML,RES domain-containing protein,Rhizobium meliloti,False,91.5,
955036c02bac24394e2ccade2e54b860 MCSG-APC27092 A-0,A0A0H5ZXB6,100.0,100.0,1.52e-118,340.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0H5ZXB6.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0H5ZXB6-F1-model_v6.pdb,6,A0A0H5ZXB6_VIBCL,Uncharacterized protein,Vibrio cholerae,False,92.88,
3c1473f0445536dd98ea845f123e0799 MCSG-APC104075 A-0,Q6ZEA8,100.0,100.0,0.0,2026.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q6ZEA8.pdb,https://alphafold.ebi.ac.uk/files/AF-Q6ZEA8-F1-model_v6.pdb,6,Q6ZEA8_SYNY3,Uncharacterized protein,Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa),False,89.56,
e7de71bbef5cbf0eea333b5f0486b52d SSGCID-BagrA.18405.a A-1,B0RKD1,100.0,99.54337899543378,5.61e-155,439.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\B0RKD1.pdb,https://alphafold.ebi.ac.uk/files/AF-B0RKD1-F1-model_v6.pdb,6,B0RKD1_BARGR,P-type DNA transfer protein VirB5,Bartonella grahamii,False,60.62,
24c355a7bf84fd436c641b7392b070ab SGPP-Lmaj004669AAA A-0,Q4Q634,100.0,100.0,0.0,936.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q4Q634.pdb,https://alphafold.ebi.ac.uk/files/AF-Q4Q634-F1-model_v6.pdb,6,Q4Q634_LEIMA,Uncharacterized protein,Leishmania major,False,78.81,
ada6009c13d0724e163b10c9355860c4 SGPP-Pfal005958AAA A-0,A0A0L7KG62,100.0,100.0,1.49e-52,167.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A0L7KG62.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A0L7KG62-F1-model_v6.pdb,6,A0A0L7KG62_PLAFX,Uncharacterized protein,Plasmodium falciparum (isolate HB3),False,70.69,
db09e4375edc861a9fea731a2dbd8c6d JCSG-402938 A-1,Q39UD6,100.0,100.0,9.09e-90,265.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q39UD6.pdb,https://alphafold.ebi.ac.uk/files/AF-Q39UD6-F1-model_v6.pdb,6,Q39UD6_GEOMG,Pyridoxamine-5'-phosphate oxidase-related FMN-binding protein,Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15),False,89.62,
b915ad7749e940b97546b514ee6af2be 3RJ2_1 A-1,Q5YFA7,100.0,100.0,1.38e-99,291.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q5YFA7.pdb,https://alphafold.ebi.ac.uk/files/AF-0000000365776632-model_v1.pdb,1,Q5YFA7_9VIRU,Uncharacterized protein,Singapore grouper iridovirus,False,84.55,
41743e68c8ac274a0fb15eb801244abe SSGCID-CrpaA.18230.a A-0,A0A7G2HL02,100.0,100.0,0.0,528.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A7G2HL02.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A7G2HL02-F1-model_v6.pdb,6,A0A7G2HL02_CRYPV,Protein MAK16 homolog,Cryptosporidium parvum,False,78.38,
bfe2e86f602d0d1e2498d1a3f1190f4d JCSG-383794 A-0,A2SKL8,100.0,100.0,5.06e-101,295.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A2SKL8.pdb,https://alphafold.ebi.ac.uk/files/AF-A2SKL8-F1-model_v6.pdb,6,A2SKL8_METPP,Integral membrane protein,Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1),False,83.31,
0fbdf37c1008961274d21f0154294310 SECSG-R07A4.4 A-0,Q21782,98.281,99.43019943019942,0.0,711.0,Q1_near_exact,False,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q21782.pdb,https://alphafold.ebi.ac.uk/files/AF-Q21782-F1-model_v6.pdb,6,Q21782_CAEEL,Apple domain-containing protein,Caenorhabditis elegans,False,69.69,
097500c5e06c561839241fa182460cb6 MCSG-APC110682 A-1,C8X6I0,100.0,100.0,1.2e-124,359.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\C8X6I0.pdb,https://alphafold.ebi.ac.uk/files/AF-C8X6I0-F1-model_v6.pdb,6,C8X6I0_NAKMY,NADPH-dependent FMN reductase-like domain-containing protein,Nakamurella multipartita (strain ATCC 700099 / DSM 44233 / CIP 104796 / JCM 9543 / NBRC 105858 / Y-104),False,94.94,
826b02551a0bd00bf7659bc9a9a81f7a MCSG-APC6930 A-1,Q82T29,100.0,100.0,1.74e-67,206.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q82T29.pdb,https://alphafold.ebi.ac.uk/files/AF-Q82T29-F1-model_v6.pdb,6,Q82T29_NITEU,Antitoxin,Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298),False,71.0,
6ef0131d5a1889dfeda6a4d211a392ee SSGCID-LeinA.18746.a A-0,A0A6L0XX07,100.0,100.0,9.06e-169,474.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\A0A6L0XX07.pdb,https://alphafold.ebi.ac.uk/files/AF-A0A6L0XX07-F1-model_v6.pdb,6,A0A6L0XX07_LEIIN,Hypothetical_protein_-_conserved,Leishmania infantum,False,50.0,
6e322d2f3a5d430c71b83904fc32281d NESG-GsR3 A-0,Q74H43,100.0,100.0,8.74e-91,268.0,Q1_near_exact,True,downloaded,3Dstructure\afdb_correct_to_wrong_2500_structures\Q74H43.pdb,https://alphafold.ebi.ac.uk/files/AF-Q74H43-F1-model_v6.pdb,6,Q74H43_GEOSL,HIRAN domain protein,Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA),False,86.12,
